usneseni,kategorie,cislo,stala_delegace,poslanec,nahradnik,funkce,termin,pobyt,zeme,organizace,mesto,zduvodneni,naklady_PSP,url
UO021,3,1,,V. Pikal,F,místopředseda PS,14. – 15.1. 2018,14. – 15.1. 2018,Slovensko,,Bratislava,oficiální návštěva Slovenské republiky (na pozvání předsedy Národní rady SR Andreje Danka),"stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143533
UO027,1,1,NATO,J. Farský,F,NA,6. – 9. 2. 2018,5. – 10. 2. 2018,USA,,Washington,"zasedání Výboru pro obranu a bezpečnost (Washington, Charleston)","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,2,NATO,J. Hájek,F,NA,7. – 9. 2. 2018,7. – 9. 2. 2018,Francie,,Paříž,zasedání Politického výboru a Výboru pro ekonomii a bezpečnost (účast na 6. Parlamentních dnech OECD),"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,2,NATO,J. Hamáček,F,NA,7. – 9. 2. 2018,7. – 9. 2. 2018,Francie,,Paříž,zasedání Politického výboru a Výboru pro ekonomii a bezpečnost (účast na 6. Parlamentních dnech OECD),"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,2,NATO,J. Lipavský,F,NA,7. – 9. 2. 2018,7. – 9. 2. 2018,Francie,,Paříž,zasedání Politického výboru a Výboru pro ekonomii a bezpečnost (účast na 6. Parlamentních dnech OECD),"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,3,Organizace pro bezpečnost a spolupráci v Evropě,K. Maříková,F,NA,22. – 23. 2. 2018,21. – 23. 2. 2018,Rakousko,,Vídeň,Zimní zasedání PS OBSE,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,3,Organizace pro bezpečnost a spolupráci v Evropě,J. Bauer,F,NA,22. – 23. 2. 2018,21. – 23. 2. 2018,Rakousko,,Vídeň,Zimní zasedání PS OBSE,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,3,Organizace pro bezpečnost a spolupráci v Evropě,J. Hájek,F,NA,22. – 23. 2. 2018,21. – 23. 2. 2018,Rakousko,,Vídeň,Zimní zasedání PS OBSE,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,3,Organizace pro bezpečnost a spolupráci v Evropě,P. Plzák,F,NA,22. – 23. 2. 2018,21. – 23. 2. 2018,Rakousko,,Vídeň,Zimní zasedání PS OBSE,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,3,Organizace pro bezpečnost a spolupráci v Evropě,Z. Ondráček,T,NA,22. – 23. 2. 2018,21. – 23. 2. 2018,Rakousko,,Vídeň,Zimní zasedání PS OBSE,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,4,Meziparlamentní unie,O. Polanský,F,NA,21. – 24. 2. 2018,20. – 25. 2. 2018,USA,,New York,pravidelné parlamentní slyšení při OSN,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,1,4,Meziparlamentní unie,Z. Majerová Zahradníková,F,NA,21. – 24. 2. 2018,20. – 25. 2. 2018,USA,,New York,pravidelné parlamentní slyšení při OSN,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,1,,R. Fiala,F,Hospodářský výbor,7. – 8.2. 2018,7. – 8.2. 2018,Maďarsko,V4,Budapešť,účast na setkání hospodářských výborů parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,1,,J. Bauer,F,Hospodářský výbor,7. – 8.2. 2018,7. – 8.2. 2018,Maďarsko,V4,Budapešť,účast na setkání hospodářských výborů parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,1,,M. Kolovratník,F,Hospodářský výbor,7. – 8.2. 2018,7. – 8.2. 2018,Maďarsko,V4,Budapešť,účast na setkání hospodářských výborů parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,1,,L. Luzar,F,Hospodářský výbor,7. – 8.2. 2018,7. – 8.2. 2018,Maďarsko,V4,Budapešť,účast na setkání hospodářských výborů parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,2,,L. Zaorálek,F,Zahraniční výbor,15. – 17.2. 2018,15. – 17.2. 2018,Bulharsko,EU,Sofie,účast na pravidelné meziparlamentní konferenci ke Společné zahraniční a bezpečnostní politice a Společné bezpečnostní a obranné politice pořádané v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,2,,J. Kubík,F,Zahraniční výbor,15. – 17.2. 2018,15. – 17.2. 2018,Bulharsko,EU,Sofie,účast na pravidelné meziparlamentní konferenci ke Společné zahraniční a bezpečnostní politice a Společné bezpečnostní a obranné politice pořádané v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,2,,J. Holík,T,Zahraniční výbor,15. – 17.2. 2018,15. – 17.2. 2018,Bulharsko,EU,Sofie,účast na pravidelné meziparlamentní konferenci ke Společné zahraniční a bezpečnostní politice a Společné bezpečnostní a obranné politice pořádané v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,2,,J. Lipavský,F,Výbor pro obranu,15. – 17.2. 2018,15. – 17.2. 2018,Bulharsko,EU,Sofie,účast na pravidelné meziparlamentní konferenci ke Společné zahraniční a bezpečnostní politice a Společné bezpečnostní a obranné politice pořádané v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,2,,P. Žáček,F,Výbor pro obranu,15. – 17.2. 2018,15. – 17.2. 2018,Bulharsko,EU,Sofie,účast na pravidelné meziparlamentní konferenci ke Společné zahraniční a bezpečnostní politice a Společné bezpečnostní a obranné politice pořádané v rámci bulharského předsednictví v Radě EU v Sofii,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,3,,J. Řehounek,F,Výbor pro obranu,21. – 22.2. 2018,21. – 22.2. 2018,Maďarsko,V4,Budapešť,účast na setkání výborů pro obranu parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,2,3,,R. Vích,F,Výbor pro obranu,21. – 22.2. 2018,21. – 22.2. 2018,Maďarsko,V4,Budapešť,účast na setkání výborů pro obranu parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,3,1,,R. Vondráček,F,předseda PS,29. – 31.1. 2018,29. – 31.1. 2018,Belgie,EU,Brusel,pracovní návštěva předsedy PS v Bruselu (setkání s představiteli Evropské komise a Evropského parlamentu),"místní doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,3,2,,R. Vondráček,F,předseda PS,5.2. 2018,5.2. 2018,Rakousko,,Vídeň,pracovní návštěva předsedy PS ve Vídni (setkání s předsedou Národní rady Parlamentu Rakouska W. Sobotkou),"stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO027,4,1,,H. Langšádlová,F,Hospodářský výbor,7. – 9.2. 2018,7. – 9.2. 2018,Francie,OECD,Paříž,účast na 6. Parlamentních dnech OECD v Paříži,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143690
UO032,1,1,NATO,J. Hájek,F,NA,19. – 21.2. 2018,18. – 21.2. 2018,Belgie,,Brusel,"společné zasedání Politického výboru, Výboru pro obranu a bezpečnost a Výboru pro ekonomii a bezpečnost","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,1,1,NATO,J. Bělica,F,NA,19. – 21.2. 2018,18. – 21.2. 2018,Belgie,,Brusel,"společné zasedání Politického výboru, Výboru pro obranu a bezpečnost a Výboru pro ekonomii a bezpečnost","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,1,1,NATO,H. Langšádlová,F,NA,19. – 21.2. 2018,18. – 21.2. 2018,Belgie,,Brusel,"společné zasedání Politického výboru, Výboru pro obranu a bezpečnost a Výboru pro ekonomii a bezpečnost","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,1,1,NATO,J. Lipavský,F,NA,19. – 21.2. 2018,18. – 21.2. 2018,Belgie,,Brusel,"společné zasedání Politického výboru, Výboru pro obranu a bezpečnost a Výboru pro ekonomii a bezpečnost","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,1,2,Meziparlamentní unie,Jana Levová,F,NA,12. – 14. 3. 2018,11. – 16. 3. 2018,USA,,New York,parlamentní slyšení MPU u příležitosti 62. zasedání Komise OSN pro postavení žen,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,1,2,Meziparlamentní unie,Radka Maxová,F,NA,12. – 14. 3. 2018,11. – 16. 3. 2018,USA,,New York,parlamentní slyšení MPU u příležitosti 62. zasedání Komise OSN pro postavení žen,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,2,1,,J. Faltýnek,F,Zemědělský výbor,14. – 15.2. 2018,14. – 15.2. 2018,Maďarsko,V4,Budapešť,účast na setkání zemědělských výborů parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,2,1,,R. Holomčík,F,Zemědělský výbor,14. – 15.2. 2018,14. – 15.2. 2018,Maďarsko,V4,Budapešť,účast na setkání zemědělských výborů parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,2,1,,P. Kováčik,T,Zemědělský výbor,14. – 15.2. 2018,14. – 15.2. 2018,Maďarsko,V4,Budapešť,účast na setkání zemědělských výborů parlamentů členských zemí V4 pořádaném v rámci maďarského předsednictví V4 v Budapešti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,2,2,, R. Maxová,F,předsedkyně Výboru pro sociální politiku,19. – 20.2. 2018,19. – 20.2. 2018,Belgie,EP,Brusel,"účast na pravidelné konferenci o evropském semestru a meziparlamentní konferenci o stabilitě, hospodářské koordinaci a správě v Evropské unii pořádané Národním shromážděním Bulharska a Evropským parlamentem v Bruselu","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,2,2,,J. Skopeček,F,Rozpočtový výbor,19. – 20.2. 2018,19. – 20.2. 2018,Belgie,EP,Brusel,"účast na pravidelné konferenci o evropském semestru a meziparlamentní konferenci o stabilitě, hospodářské koordinaci a správě v Evropské unii pořádané Národním shromážděním Bulharska a Evropským parlamentem v Bruselu","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,3,1,,R. Vondráček,F,předseda PS,5.2. 2018,5.2. 2018,Rakousko,,Vídeň,pracovní návštěva předsedy PS ve Vídni (setkání s předsedou Národní rady Parlamentu Rakouska) - cesta schválena usnesením ORGV č. 27 ze 17.1. 2018 – pouze doplnění nákladů o tlumočení,tlumočení,http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO032,3,1,,R. Vondráček,F,předseda PS,8. – 14.2. 2018,8. – 14.2. 2018,Korejská republika,,Pchjongčchang,účast předsedy PS na XXIII. zimních olympijských hrách v Pchjongčchangu (na pozvání předsedy Národního shromáždění Korejské republiky p. Chung Sye-kyuna a Českého olympijského výboru),"místní doprava, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=143770
UO038,1,1,Rada Evropy,F. Kopřiva,F,NA,1. – 2. 3. 2018,28. 2. – 3. 3. 2018,Dánsko,,Kodaň,zasedání Výboru pro nediskriminaci a rovné příležitosti,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,2,Rada Evropy,M. Němcová,F,NA,12. – 16. 3. 2018,11. – 17. 3. 2018,Francie,,Paříž,"zasedání Výboru pro politické záležitosti a demokracii, Byra, Stálého výboru a Ad hoc výboru pro harmonizaci pravidel","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,3,Rada Evropy,J. Kobza,F,NA,21. – 23. 3. 2018,20. – 24. 3. 2018,Jordánsko,,Ammán,"zasedání Výboru pro migraci, uprchlíky a vysídlené osoby","doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,4,NATO,J. Lipavský,F,NA,5. – 6. 3. 2018,4. – 6. 3. 2018,Ukrajina,,Oděsa,zasedání Podvýboru pro tranzici a rozvoj,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,5,NATO,J. Hájek,F,NA,13. – 15. 3. 2018,12. – 16. 3. 2018,Katar,,Dauhá,zasedání Zvláštní skupiny pro Středomoří a Blízký východ,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,5,NATO,J. Farský,F,NA,13. – 15. 3. 2018,12. – 16. 3. 2018,Katar,,Dauhá,zasedání Zvláštní skupiny pro Středomoří a Blízký východ,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,6,Organizace pro bezpečnost a spolupráci v Evropě,J. Bauer,F,NA,2. – 5. 3. 2018,1. – 5. 3. 2018,Itálie,,Řím,"monitorovací mise PS OBSE na parlamentní volby (Řím, Palermo)","doprava, ubytování, stravné, místní doprava, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,6,Organizace pro bezpečnost a spolupráci v Evropě,P. Plzák,F,NA,2. – 5. 3. 2018,1. – 5. 3. 2018,Itálie,,Řím,"monitorovací mise PS OBSE na parlamentní volby (Řím, Palermo)","doprava, ubytování, stravné, místní doprava, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,7,Organizace pro bezpečnost a spolupráci v Evropě,K. Maříková,F,NA,16. – 18. 3. 2018,15. – 19. 3. 2018,Ruská federace,,Moskva,"monitorovací mise PS OBSE na prezidentské volby (Moskva, Petrohrad)","doprava, ubytování, stravné, místní doprava, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,7,Organizace pro bezpečnost a spolupráci v Evropě,J. Bauer,F,NA,16. – 18. 3. 2018,15. – 19. 3. 2018,Ruská federace,,Moskva,"monitorovací mise PS OBSE na prezidentské volby (Moskva, Petrohrad)","doprava, ubytování, stravné, místní doprava, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,7,Organizace pro bezpečnost a spolupráci v Evropě,J. Hájek,F,NA,16. – 18. 3. 2018,15. – 19. 3. 2018,Ruská federace,,Moskva,"monitorovací mise PS OBSE na prezidentské volby (Moskva, Petrohrad)","doprava, ubytování, stravné, místní doprava, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,7,Organizace pro bezpečnost a spolupráci v Evropě,Z. Ondráček,F,NA,16. – 18. 3. 2018,15. – 19. 3. 2018,Ruská federace,,Moskva,"monitorovací mise PS OBSE na prezidentské volby (Moskva, Petrohrad)","doprava, ubytování, stravné, místní doprava, pojištění, tlumočení",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
UO038,1,8,Meziparlamentní unie,O. Polanský,F,NA,23. – 28. 3. 2018,23. – 28. 3. 2018,Švýcarsko,,Ženeva,138. Shromáždění MPU,"doprava, ubytování, stravné, pojištění",http://www.psp.cz/sqw/text/text2.sqw?idd=144085
